,url,name,address,field1,field2,field3,field4,field5
37,https://datacenters.com/google-lenoir-nc,"Google: Lenoir, NC Data Center",708 Lynhaven Drive,337000 sqft total space,0 colocation products,101.9 miles to nearest airport,,
38,https://datacenters.com/cyrusone-nym1-somerset,CyrusOne: NYM1 Somerset Data Center,"800 Cottontail Lane, Somerset, NJ, USA",430000 sqft total space,185000 sqft colocation space,40 MW total power,0 colocation products,21.75 miles to nearest airport
39,https://datacenters.com/oracle-us-west-us-phoenix-1,Oracle: US West us-phoenix-1,"Phoenix, AZ, USA",0 colocation products,4.35 miles to nearest airport,,,
40,https://datacenters.com/qts-atlanta-1-dc1,QTS Data Centers: Atlanta 1 DC1 Data Center,"1033 Jefferson Street Northwest, Atlanta, GA, USA",990000 sqft total space,531000 sqft colocation space,70 MW total power,0 colocation products,9.33 miles to nearest airport
41,https://datacenters.com/facebook-henrico,"Meta, Inc.: Henrico Data Center","6200 Technology Blvd, Sandston, VA, USA",450000 sqft total space,0 colocation products,3.11 miles to nearest airport,,
42,https://datacenters.com/qts-chicago,QTS Data Centers: Chicago Data Center,"2800 South Ashland Avenue, Chicago, Illinois 60608, USA",467000 sqft total space,208000 sqft colocation space,40 MW total power,0 colocation products,14.92 miles to nearest airport
43,https://datacenters.com/apple-inc-reno,Apple Inc.: Reno Data Center,"21505 Technology Way, Reno, NV 89521, USA",1100000 sqft total space,0 colocation products,3.11 miles to nearest airport,,
44,https://datacenters.com/google-loudoun-county-va,"Google: Loudoun County, VA Data Center","Energy Park Drive, Leesburg, VA, USA",200000 sqft total space,0 colocation products,8.7 miles to nearest airport,,
45,https://datacenters.com/amazon-aws-new-albany-innovation-campus-way,Amazon AWS: New Albany Innovation Campus Way,"Innovation Campus Way, New Albany, OH 43031, USA",0 colocation products,9.95 miles to nearest airport,,,
46,https://datacenters.com/microsoft-azure-west-us-3-arizona,Microsoft Azure: West US 3-Arizona,"12901 West Olive Avenue, El Mirage, AZ 85335, USA",244666 sqft total space,0 colocation products,21.13 miles to nearest airport,,
47,https://datacenters.com/facebook-altoona-iowa,"Meta, Inc.: Altoona Iowa Data Center","100 Share Way Northwest, Altoona, IA, USA",1440000 sqft total space,0 colocation products,11.19 miles to nearest airport,,
48,https://datacenters.com/iron-mountain-azp-1-phoenix,Iron Mountain Data Centers: AZP - 1 - Phoenix Data Center,"615 North 48th Street, Phoenix, AZ, USA",588669 sqft total space,41 MW total power,0 colocation products,1.25 miles to nearest airport,
49,https://datacenters.com/databank-dfw3-plano,DataBank: DFW3 - Plano Data Center,"8375 Dominion Pkwy, Plano, TX, USA",144000 sqft total space,72600 sqft colocation space,13.5 MW total power,0 colocation products,18.02 miles to nearest airport
50,https://datacenters.com/facebook-new-albany-ohio,"Meta, Inc.: New Albany Ohio Data Center","1 Community Circle, New Albany, OH, USA",600000 sqft total space,0 colocation products,8.08 miles to nearest airport,,
51,https://datacenters.com/amazon-aws-5113-hayden-run,Amazon AWS: 5113 Hayden Run,"5113 Hayden Run Rd, Hilliard, OH 43026, USA",154000 sqft total space,0 colocation products,13.68 miles to nearest airport,,
52,https://datacenters.com/google-jackson-county-al,"Google: Jackson County, AL Data Center","48809 Alabama 277, Bridgeport, AL, USA",270000 sqft total space,0 colocation products,116.2 miles to nearest airport,,
53,https://datacenters.com/amazon-aws-iad73-manassas,Amazon AWS: IAD73 Manassas,"Historic District, 7060 Wellington Road, Manassas, VA, USA",146962 sqft total space,0 colocation products,12.43 miles to nearest airport,,
54,https://datacenters.com/facebook-forest-city,"Meta, Inc.: Forest City Data Center","480 Social Circle, Forest City, NC, USA",740000 sqft total space,300000 sqft colocation space,0 colocation products,101.9 miles to nearest airport,
55,https://datacenters.com/telefonica-global-solutions-miami-keycenter,Telefonica Global Solutions: Miami KeyCenter,11300 Northwest 25th Street,173500 sqft total space,44000 sqft colocation space,12 MW total power,0 colocation products,5.0 miles to nearest airport
56,https://datacenters.com/amazon-aws-pdx80-hermiston-or,Amazon AWS: PDX80 Hermiston OR,"Hermiston, OR 97838, USA",217900 sqft total space,0 colocation products,180.2 miles to nearest airport,,
57,https://datacenters.com/amazon-aws-dublin-oh,Amazon AWS: Dublin OH,"5895 Houchard Road, Dublin, OH, USA",310000 sqft total space,35 MW total power,0 colocation products,17.4 miles to nearest airport,
58,https://datacenters.com/equinix-sv1-san-jose,Equinix: SV1 San Jose Data Center,"11 Great Oaks Boulevard, San Jose, CA, USA",133500 sqft total space,82851 sqft colocation space,4 MW total power,0 colocation products,41.64 miles to nearest airport
59,https://datacenters.com/google-berkeley-county-sc,"Google: Berkeley County, SC Data Center",200-220 State Road S-8-934,0 colocation products,132.4 miles to nearest airport,,,
60,https://datacenters.com/qts-piscataway,QTS Data Centers: Piscataway Data Center,"101 Possumtown Road, Piscataway Township, New Jersey 08854, USA",360000 sqft total space,176000 sqft colocation space,52 MW total power,0 colocation products,18.02 miles to nearest airport
61,https://datacenters.com/phoenixnap-phoenix,PhoenixNAP: Phoenix Data Center,"3402 East University Drive, Phoenix, AZ, USA",90000 sqft colocation space,0 colocation products,1.25 miles to nearest airport,,
62,https://datacenters.com/equinix-dc6-ashburn,Equinix: DC6 Ashburn Data Center,"21721 Filigree Court, Ashburn, VA, USA",148659 sqft total space,59370 sqft colocation space,7.5 MW total power,0 colocation products,4.35 miles to nearest airport
63,https://datacenters.com/equinix-dc3-ashburn,Equinix: DC3 Ashburn Data Center,"44470 Chilum Place, Ashburn, VA, USA",95444 sqft total space,67041 sqft colocation space,5.5 MW total power,0 colocation products,4.98 miles to nearest airport
64,https://datacenters.com/facebook-sarpy-nebraska,"Meta, Inc.: Sarpy Nebraska Data Center","S 144th St, Springfield, NE, USA",26000000 sqft total space,0 colocation products,19.27 miles to nearest airport,,
65,https://datacenters.com/equinix-ch1-chicago,Equinix: CH1 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",143630 sqft total space,50992 sqft colocation space,6 MW total power,0 colocation products,16.78 miles to nearest airport
66,https://datacenters.com/tierpoint-valley-forge,TierPoint: Valley Forge Data Center,"1000 Adams Avenue, Norristown, PA, USA",137000 sqft total space,61000 sqft colocation space,0 colocation products,19.27 miles to nearest airport,
67,https://datacenters.com/centersquare-phoenix-phx1-mesa,Centersquare: Phoenix ( PHX1 - Mesa) Data Center,"1301 West University Drive, Mesa, AZ, USA",154158 sqft total space,73500 sqft colocation space,14 MW total power,0 colocation products,8.08 miles to nearest airport
68,https://datacenters.com/centersquare-chicago-ch1-lisle,Centersquare: Chicago (CH1-Lisle) Data Center,"4513 Western Ave, Lisle, Illinois, USA",190057 sqft total space,99650 sqft colocation space,15 MW total power,0 colocation products,15.54 miles to nearest airport
69,https://datacenters.com/equinix-sv5-san-jose,Equinix: SV5 San Jose Data Center,"9 Great Oaks Boulevard, San Jose, CA, USA",175311 sqft total space,93498 sqft colocation space,15 MW total power,0 colocation products,41.64 miles to nearest airport
70,https://datacenters.com/google-council-bluffs-ia,"Google: Council Bluffs, IA Data Center","1430 Veterans Memorial Hwy, Council Bluffs, IA 51501, USA",2890000 sqft total space,0 colocation products,5.6 miles to nearest airport,,
71,https://datacenters.com/cyrusone-cin5-cincinnati-north-cincinnati,CyrusOne: CIN5 Cincinnati North Cincinnati Data Center,"401 Kingsview Drive, Lebanon, OH, USA",400000 sqft total space,95000 sqft colocation space,14 MW total power,0 colocation products,262.84 miles to nearest airport
72,https://datacenters.com/digital-realty-dallas-dfw11,Digital Realty: Dallas DFW11 Data Center,"4025 Midway Road, Carrollton, TX, USA",100590 sqft total space,100000 sqft colocation space,10 MW total power,0 colocation products,13.7 miles to nearest airport
73,https://datacenters.com/microsoft-azure-west-central-us-wyoming,Microsoft Azure: West Central US-Wyoming,"644 Logistics Dr, Cheyenne, WY 82009, USA",0 colocation products,87.62 miles to nearest airport,,,
74,https://datacenters.com/cyrusone-dfw1-dallas-carrollton,CyrusOne: DFW1 Dallas Carrollton Data Center,"1649 West Frankford Road, Carrollton, TX, USA",670000 sqft total space,400000 sqft colocation space,90 MW total power,0 colocation products,8.7 miles to nearest airport
75,https://datacenters.com/equinix-ny9-new-york,Equinix: NY9 New York Data Center,"111 8th Avenue, New York, NY, USA",55721 sqft total space,35894 sqft colocation space,1.7 MW total power,0 colocation products,6.84 miles to nearest airport
76,https://datacenters.com/equinix-dc4-ashburn,Equinix: DC4 Ashburn Data Center,"21691 Filigree Court, Ashburn, VA, USA",99969 sqft total space,60587 sqft colocation space,6.8 MW total power,0 colocation products,4.35 miles to nearest airport
77,https://datacenters.com/prime-prime-los-angeles-4701-s-santa-fe,Prime Data Centers: Prime Los Angeles - 4701 S. Santa Fe,"4701 South Santa Fe Avenue, Vernon, CA, USA",242495 sqft total space,110310 sqft colocation space,33 MW total power,0 colocation products,10.57 miles to nearest airport
78,https://datacenters.com/equinix-sv10-san-jose,Equinix: SV10 San Jose Data Center,"7 Great Oaks Boulevard, San Jose, CA, USA",175930 sqft total space,37231 sqft colocation space,14.4 MW total power,0 colocation products,41.64 miles to nearest airport
79,https://datacenters.com/equinix-la4-el-segundo,Equinix: LA4 El Segundo Data Center,"445 North Douglas Street, El Segundo, CA, USA",177469 sqft total space,62159 sqft colocation space,0.5 MW total power,0 colocation products,1.87 miles to nearest airport
80,https://datacenters.com/amazon-aws-2305-mission-college-blvd,Amazon AWS: 2305 Mission College Blvd,"2305 Mission College Blvd, Santa Clara, CA 95054, USA",35800 sqft total space,0 colocation products,2.49 miles to nearest airport,,
81,https://datacenters.com/t5-charlotte-campus,T5 Data Centers: @Charlotte Data Center Campus,"131 Riverside Ct, Kings Mountain, NC, USA",150000 sqft total space,68000 sqft colocation space,4 MW total power,0 colocation products,25.48 miles to nearest airport
82,https://datacenters.com/centersquare-dallas-da1-allen,Centersquare: Dallas (DA1-Allen) Data Center,"900 Guardians Way, Allen, TX, USA",112292 sqft total space,77124 sqft colocation space,12 MW total power,0 colocation products,24.24 miles to nearest airport
83,https://datacenters.com/equinix-ny11-carteret,Equinix: NY11 Carteret Data Center,"1400 Federal Boulevard, Carteret, NJ, USA",113944 sqft total space,91413 sqft colocation space,0 colocation products,8.08 miles to nearest airport,
84,https://datacenters.com/amazon-aws-iad22-chantilly,Amazon AWS: IAD22 Chantilly,"4155 Westfax Drive, Chantilly, VA, USA",0 colocation products,3.11 miles to nearest airport,,,
85,https://datacenters.com/amazon-aws-new-albany-oh,Amazon AWS: New Albany OH,"2570 Beech Road Northwest, Johnstown, OH, USA",310000 sqft total space,0 colocation products,9.33 miles to nearest airport,,
86,https://datacenters.com/centersquare-ewr2-weehawken-campus,Centersquare: EWR2 Weehawken Data Center Campus,"300 J F Kennedy Boulevard East, Weehawken, NJ, USA",802397 sqft total space,802397 sqft colocation space,105.6 MW total power,0 colocation products,9.3 miles to nearest airport
87,https://datacenters.com/facebook-prineville,"Meta, Inc.: Prineville Data Center","735 S.W. Connect Way, Prineville, OR, USA",3200000 sqft total space,0 colocation products,136.1 miles to nearest airport,,
88,https://datacenters.com/microsoft-azure-west-us-california,Microsoft Azure: West US-California,"Fresno, CA, USA",0 colocation products,4.35 miles to nearest airport,,,
89,https://datacenters.com/amazon-aws-pdx2-umatilla,Amazon AWS: PDX2 Umatilla,"2400 Beach Access Road, Umatilla, OR 97882, USA",0 colocation products,178.96 miles to nearest airport,,,
90,https://datacenters.com/facebook-eagle-mountain-utah,"Meta, Inc.: Eagle Mountain Utah Data Center","1275 N Community Cir, Eagle Mountain, Utah, USA",970000 sqft total space,0 colocation products,36.04 miles to nearest airport,,
91,https://datacenters.com/dsm-lakeland,DSM: Lakeland Data Center,"6810 New Tampa Hwy, Lakeland, FL, USA",25000 sqft total space,25000 sqft colocation space,0 colocation products,55.93 miles to nearest airport,
92,https://datacenters.com/telehouse-new-york-teleport,Telehouse: New York Teleport Data Center,"7 Teleport Drive, Staten Island, NY, USA",162000 sqft total space,80000 sqft colocation space,10 MW total power,0 colocation products,6.22 miles to nearest airport
93,https://datacenters.com/amazon-aws-hilliard-5109-hayden-run,Amazon AWS: Hilliard 5109 Hayden Run,"5109 Hayden Run Rd, Hilliard, OH 43026, USA",0 colocation products,13.68 miles to nearest airport,,,
94,https://datacenters.com/amazon-aws-iad12-sterling,Amazon AWS: IAD12 Sterling,"22630 Dulles Summit Court, Sterling, VA, USA",150000 sqft total space,0 colocation products,2.49 miles to nearest airport,,
95,https://datacenters.com/amazon-aws-7400-potranco-rd,Amazon AWS: 7400 Potranco Rd,"7400 Potranco Rd, San Antonio, TX 78251, USA",109600 sqft total space,12 MW total power,0 colocation products,11.19 miles to nearest airport,
96,https://datacenters.com/equinix-da1-dallas,Equinix: DA1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",61573 sqft total space,30355 sqft colocation space,3 MW total power,0 colocation products,7.46 miles to nearest airport
97,https://datacenters.com/centersquare-ord2-chicago-elk-grove-village-campus,Centersquare: ORD2 (Chicago) Elk Grove Village Data Center Campus,"2425 Busse Road, Elk Grove Village, IL, USA",163747 sqft total space,148000 sqft colocation space,11.6 MW total power,0 colocation products,2.49 miles to nearest airport
98,https://datacenters.com/vantage-az1-phoenix,Vantage Data Centers: AZ1 Phoenix Data Center,"45 South Bullard Avenue, Goodyear, AZ, USA",800000 sqft total space,800000 sqft colocation space,32 MW total power,0 colocation products,21.13 miles to nearest airport
99,https://datacenters.com/equinix-at1-atlanta-ibx,Equinix: AT1 Atlanta IBX Data Center,"180 Peachtree Street Northwest, Atlanta, GA, USA",79200 sqft total space,43012 sqft colocation space,4.5 MW total power,0 colocation products,8.7 miles to nearest airport
100,https://datacenters.com/centersquare-secaucus-nyc3,Centersquare: Secaucus (NYC3) Data Center,"15 Enterprise Avenue North, Secaucus, NJ, USA",154691 sqft total space,98600 sqft colocation space,12 MW total power,0 colocation products,8.7 miles to nearest airport
101,https://datacenters.com/amazon-aws-11150-thomasson-barn,Amazon AWS: 11150 Thomasson Barn,"11150 Thomasson Barn Road, Manassas, VA, USA",202626 sqft total space,0 colocation products,14.3 miles to nearest airport,,
102,https://datacenters.com/expedient-indianapolis-carmel,Expedient: Indianapolis Carmel Data Center,"701 Congressional Blvd, Carmel, IN, USA",53000 sqft total space,26000 sqft colocation space,4.4 MW total power,0 colocation products,18.65 miles to nearest airport
103,https://datacenters.com/facebook-fort-worth,"Meta, Inc.: Fort Worth Data Center","4500 Like Way, Fort Worth, Texas 76177, USA",22000000 sqft total space,0 colocation products,14.3 miles to nearest airport,,
104,https://datacenters.com/equinix-da11-dallas-ibx,Equinix: DA11 Dallas IBX Data Center,"1990 North Stemmons Freeway, Dallas, TX 75207, U.S.",144560 sqft total space,0 colocation products,13.68 miles to nearest airport,,
105,https://datacenters.com/qts-east-windsor-nj,"QTS Data Centers: East Windsor, NJ Data Center","159 Princeton Hightstown Road, East Windsor, New Jersey 08520, USA",553930 sqft total space,58157 sqft colocation space,12 MW total power,0 colocation products,34.18 miles to nearest airport
106,https://datacenters.com/dsm-phoenix,DSM: Phoenix Data Center,"Phoenix, Arizona, USA",0 colocation products,4.35 miles to nearest airport,,,
107,https://datacenters.com/cyrusone-nym5-norwalk,CyrusOne: NYM5 Norwalk Data Center,"6 Norden Place, Norwalk, CT, USA",168000 sqft total space,75000 sqft colocation space,16 MW total power,0 colocation products,37.91 miles to nearest airport
108,https://datacenters.com/centersquare-dallas-da2-webb-chapel,Centersquare: Dallas (DA2-Webb Chapel) Data Center,"11830 Webb Chapel Rd, Dallas, TX, USA",140453 sqft total space,92320 sqft colocation space,10 MW total power,0 colocation products,9.33 miles to nearest airport
109,https://datacenters.com/equinix-dc11-ashburn,Equinix: DC11 Ashburn Data Center,"21721 Filigree Court, Ashburn, VA, USA",229435 sqft total space,116835 sqft colocation space,4.9 MW total power,0 colocation products,4.35 miles to nearest airport
110,https://datacenters.com/qts-irving-dallas-dc1-dc2,QTS Data Centers: Irving - Dallas DC1 & DC2 Data Center,"6431 Longhorn Dr, Irving, TX, USA",700000 sqft total space,320932 sqft colocation space,75.2 MW total power,0 colocation products,3.11 miles to nearest airport
111,https://datacenters.com/amazon-aws-iad55-haymarket,Amazon AWS: IAD55 Haymarket,"15395 John Marshall Hwy, Haymarket, VA 20169, USA",236082 sqft total space,50 MW total power,0 colocation products,13.68 miles to nearest airport,
112,https://datacenters.com/qts-suwanee-1,QTS Data Centers: Suwanee Data Center 1,"300 Satellite Boulevard, Suwanee, Georgia 30024, USA",385000 sqft total space,205000 sqft colocation space,26 MW total power,0 colocation products,34.18 miles to nearest airport
113,https://datacenters.com/amazon-aws-iad60-ashburn,Amazon AWS: IAD60 Ashburn,"21267 Smith Switch Road, Ashburn, VA, USA",109997 sqft total space,0 colocation products,5.6 miles to nearest airport,,
114,https://datacenters.com/digital-realty-dallas-dfw10,Digital Realty: Dallas DFW10 Data Center,"2323 Bryan Street, Dallas, TX, USA",454000 sqft total space,447107 sqft colocation space,24 MW total power,0 colocation products,15.5 miles to nearest airport
115,https://datacenters.com/equinix-sv4-sunnyvale,Equinix: SV4 Sunnyvale Data Center,"255 Caspian Drive, Sunnyvale, CA, USA",120000 sqft total space,67622 sqft colocation space,8 MW total power,0 colocation products,5.6 miles to nearest airport
116,https://datacenters.com/cologix-nnj3-new-jersey,Cologix: NNJ3 New Jersey Data Center,"200 Webro Road, Parsippany, NJ, USA",120000 sqft total space,120000 sqft colocation space,0 colocation products,16.78 miles to nearest airport,
117,https://datacenters.com/centersquare-lax3-los-angeles-irvine-campus,Centersquare: LAX3 (Los Angeles) Irvine Data Center Campus,"17836 Gillette Avenue, Irvine, CA, USA",132000 sqft total space,51103 sqft colocation space,12 MW total power,0 colocation products,1.25 miles to nearest airport
118,https://datacenters.com/databank-iad1-ashburn,DataBank: IAD1 - Ashburn Data Center,"21635 Red Rum Drive, Ashburn, VA, USA",142000 sqft total space,85330 sqft colocation space,9.9 MW total power,0 colocation products,4.98 miles to nearest airport
119,https://datacenters.com/aligned-energy-ord-02-chicago,Aligned Data Centers: ORD-02 Chicago,"501 Northwest Avenue, Northlake, IL, USA",228768 sqft total space,36 MW total power,0 colocation products,4.35 miles to nearest airport,
120,https://datacenters.com/stack-infrastructure-dfw01-dallas,Stack Infrastructure: DFW01 Dallas Data Center,"6653 Pinecrest Drive, Plano, TX, USA",294000 sqft total space,247000 sqft colocation space,82 MW total power,0 colocation products,17.4 miles to nearest airport
121,https://datacenters.com/qts-ashburn-shellhorn-ash3-1,QTS Data Centers: Ashburn-Shellhorn ASH3 Data Center 1,"22291 Shellhorn Road, Ashburn, Virginia 20147, USA",304934 sqft total space,195000 sqft colocation space,42 MW total power,0 colocation products,3.73 miles to nearest airport
122,https://datacenters.com/digital-realty-northern-virginia-iad44,Digital Realty: Northern Virginia IAD44 Data Center,"43704 Efficiency Dr, Dulles, VA 20166, USA",794000 sqft total space,96 MW total power,0 colocation products,1.87 miles to nearest airport,
123,https://datacenters.com/amazon-aws-20935-loudoun-county-pkwy,Amazon AWS: 20935 Loudoun County Pkwy,"20935 Loudoun County Pkwy, Ashburn, VA 20147, USA",147615 sqft total space,0 colocation products,6.22 miles to nearest airport,,
124,https://datacenters.com/equinix-se4-kent,Equinix: SE4 Kent Data Center,"6906 S 204th St, Kent, WA, USA",108336 sqft total space,75000 sqft colocation space,12 MW total power,0 colocation products,3.11 miles to nearest airport
125,https://datacenters.com/databank-iad2-mclean,DataBank: IAD2 - McLean Data Center,"1764a Old Meadow Lane, McLean, VA, USA",65000 sqft total space,64100 sqft colocation space,2.7 MW total power,0 colocation products,10.57 miles to nearest airport
126,https://datacenters.com/amazon-aws-11200-thomasson-barn,Amazon AWS: 11200 Thomasson Barn,"11200 Thomasson Barn Road, Manassas, VA, USA",149404 sqft total space,0 colocation products,14.3 miles to nearest airport,,
127,https://datacenters.com/iron-mountain-azp-3-phoenix,Iron Mountain Data Centers: AZP - 3 - Phoenix Data Center,"4802 East Van Buren Street, Phoenix, AZ, USA",230000 sqft total space,36 MW total power,0 colocation products,1.25 miles to nearest airport,
128,https://datacenters.com/centersquare-tpa1-tampa-campus,Centersquare: TPA1 Tampa Data Center Campus,"9310 Florida Palm Drive, Tampa, FL, USA",96000 sqft total space,96000 sqft colocation space,9.6 MW total power,0 colocation products,11.19 miles to nearest airport
